Site Name(Office),Raised Time,Alarm Code,Cleared Time,Duration(hh:mm:ss),Severity,NE,Alarm Type,Root Alarm Indicator,Location,NE Type,Specific Problem,Remark,ADMC Alarm,Repeated Count,Alarm Object Type,Alarm Object DN,Board Type,Alarm Object ID,Site ID(Office),Alarm Object Name,ACK State,System Type,Probable Cause,Product,Alarm AID,Additional NE,Additional Location,Changed Time,Additional Information,(Un)ACK User ID,(Un)ACK System ID,(Un)ACK Time,(Un)ACK Information,Clear User ID,Clear System ID,Clear Type,Clear Info,Comment,Comment User ID,Comment System ID,Comment Time,Alarm ID,NE IP,Link,NE Group,NE Agent,Related Service(s),Create Type,Threshold Information,Maintenance State,Raised Logging Time,Cleared Logging Time
Ojaz-MS0006-U,12/13/2020 16:44,Cell is out of service(199083022),12/13/2020 16:46,0:02:48,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=2,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1250;  Cell ID:12503;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:58;  the Module No. of the board:1;  Unit No. of the board:2;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:5,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12503",CDR,12503,1250,Ojaz-MS0006-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857749,Ojaz_MS0006-U(1250),,,Site ID(Office) : 1250; Site Name(Office) : Ojaz-MS0006-U; Alarm Object Type : CELL; Alarm Object ID : 12503; Alarm Object Name : Ojaz-MS0006-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:38,12/13/2020 16:41
BeitBridgeCBD-MS6027-U,12/13/2020 16:42,Cell is out of service(199083022),12/13/2020 16:46,0:04:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:287;  Cell ID:12871;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:17;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12871",CDR,12871,287,BeitBridgeCBD-MS6027-U-1,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857731,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : CELL; Alarm Object ID : 12871; Alarm Object Name : BeitBridgeCBD-MS6027-U-1; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:37,12/13/2020 16:41
BeitBridgeCBD-MS6027-U,12/13/2020 16:42,Cell is out of service(199083022),12/13/2020 16:46,0:04:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:287;  Cell ID:12872;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:104;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12872",CDR,12872,287,BeitBridgeCBD-MS6027-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857732,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : CELL; Alarm Object ID : 12872; Alarm Object Name : BeitBridgeCBD-MS6027-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:37,12/13/2020 16:41
BeitBridgeCBD-MS6027-U,12/13/2020 16:42,Cell is out of service(199083022),12/13/2020 16:46,0:04:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:287;  Cell ID:12873;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:92;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12873",CDR,12873,287,BeitBridgeCBD-MS6027-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857733,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : CELL; Alarm Object ID : 12873; Alarm Object Name : BeitBridgeCBD-MS6027-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:37,12/13/2020 16:41
BeitBridgeCBD-MS6027-U,12/13/2020 16:42,Cell is out of service(199083022),12/13/2020 16:46,0:04:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:287;  Cell ID:12874;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:55;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12874",CDR,12874,287,BeitBridgeCBD-MS6027-U-4,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857734,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : CELL; Alarm Object ID : 12874; Alarm Object Name : BeitBridgeCBD-MS6027-U-4; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:37,12/13/2020 16:41
BeitBridgeCBD-MS6027-U,12/13/2020 16:42,Cell is out of service(199083022),12/13/2020 16:46,0:04:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:287;  Cell ID:12875;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:98;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12875",CDR,12875,287,BeitBridgeCBD-MS6027-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857735,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : CELL; Alarm Object ID : 12875; Alarm Object Name : BeitBridgeCBD-MS6027-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:37,12/13/2020 16:41
BeitBridgeCBD-MS6027-U,12/13/2020 16:42,Cell is out of service(199083022),12/13/2020 16:46,0:04:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:287;  Cell ID:12876;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:64;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:10,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12876",CDR,12876,287,BeitBridgeCBD-MS6027-U-6,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857736,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : CELL; Alarm Object ID : 12876; Alarm Object Name : BeitBridgeCBD-MS6027-U-6; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:37,12/13/2020 16:41
Nyika-MV5266-U,12/13/2020 16:39,Cell is out of service(199083022),12/13/2020 16:46,0:07:24,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1274;  Cell ID:12743;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:102;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12743",CDR,12743,1274,Nyika-MV5266-U-3,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857697,Nyika-MV5266-G-U(1274),,,Site ID(Office) : 1274; Site Name(Office) : Nyika-MV5266-U; Alarm Object Type : CELL; Alarm Object ID : 12743; Alarm Object Name : Nyika-MV5266-U-3; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:33,12/13/2020 16:41
Nyika-MV5266-U,12/13/2020 16:39,Cell is out of service(199083022),12/13/2020 16:46,0:07:24,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1274;  Cell ID:12746;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:36;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12746",CDR,12746,1274,Nyika-MV5266-U-6,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857699,Nyika-MV5266-G-U(1274),,,Site ID(Office) : 1274; Site Name(Office) : Nyika-MV5266-U; Alarm Object Type : CELL; Alarm Object ID : 12746; Alarm Object Name : Nyika-MV5266-U-6; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:33,12/13/2020 16:41
Mkoba-MD0068-U,12/13/2020 16:37,Cell is out of service(199083022),12/13/2020 16:46,0:08:30,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The cell CGID reported by the Node B after audit is zero.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12402;  Alarm sub code:8;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:5;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:48/51/50/54/48; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12402",CDR,12402,1240,Mkoba-MD0068-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857688,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12402; Alarm Object Name : Mkoba-MD0068-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:32,12/13/2020 16:41
Mkoba-MD0068-U,12/13/2020 16:37,Cell is out of service(199083022),12/13/2020 16:46,0:08:30,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The cell CGID reported by the Node B after audit is zero.,"Alarm Object:CELL;  NodeB ID:1240;  Cell ID:12405;  Alarm sub code:8;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:51;  the Module No. of the board:1;  Unit No. of the board:10;  Processor No. of the board:1;  Subsystem No. of the board:1;  Reserved:48/51/50/54/48; Logic Position:System No.:0,Module No.:6,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12405",CDR,12405,1240,Mkoba-MD0068-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857689,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : CELL; Alarm Object ID : 12405; Alarm Object Name : Mkoba-MD0068-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:32,12/13/2020 16:41
Ojaz_MS0006-U,12/13/2020 16:43,Link between OMM and NE broken(198099803),12/13/2020 16:44,0:01:00,Critical,Ojaz_MS0006-U(1250),Communications Alarm,,,ME(MO SDR),,"U RNCId: 4; IP: 10.30.1.194, OMC channel is abnormal; U nodeBId:1250",No,,SDR,"SubNetwork=4,MEID=1250",,1250,1250,Ojaz_MS0006-U,Unacknowledged,Wireless Public Alarm(20402),Connection establishment error(566),UMTS,0,,,,Site ID(Office) : 1250; Site Name(Office) : Ojaz_MS0006-U; Alarm Object Type : SDR; Alarm Object ID : 1250; Alarm Object Name : Ojaz_MS0006-U; Board Type : ; ,,,,,,,Normal,,,,,,1.5859E+12,10.30.1.194,,"SDRMGR_V4 OMMB,Harare V4 OMMB(4)",SDRMGR_V4 OMMB,,,,,12/13/2020 16:37,12/13/2020 16:38
Dulibadzimu_MS5124-U,12/13/2020 16:43,Link between OMM and NE broken(198099803),12/13/2020 16:44,0:01:00,Critical,Dulibadzimu_MS5124-U(1263),Communications Alarm,,,ME(MO SDR),,"U RNCId: 4; IP: 10.30.1.210, OMC channel is abnormal; U nodeBId:1263",No,,SDR,"SubNetwork=4,MEID=1263",,1263,1263,Dulibadzimu_MS5124-U,Unacknowledged,Wireless Public Alarm(20402),Connection establishment error(566),UMTS,0,,,,Site ID(Office) : 1263; Site Name(Office) : Dulibadzimu_MS5124-U; Alarm Object Type : SDR; Alarm Object ID : 1263; Alarm Object Name : Dulibadzimu_MS5124-U; Board Type : ; ,,,,,,,Normal,,,,,,1.5859E+12,10.30.1.210,,"SDRMGR_V4 OMMB,Harare V4 OMMB(4)",SDRMGR_V4 OMMB,,,,,12/13/2020 16:37,12/13/2020 16:38
Dulibadzimu-MS5124-U,12/13/2020 16:41,NodeB is out of service(199083023),12/13/2020 16:44,0:03:02,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=13,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1263;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1263; Logic Position:System No.:0,Module No.:7,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1263",CDR,1263,1263,Dulibadzimu-MS5124-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857718,Dulibadzimu_MS5124-U(1263),,,Site ID(Office) : 1263; Site Name(Office) : Dulibadzimu-MS5124-U; Alarm Object Type : NODEB; Alarm Object ID : 1263; Alarm Object Name : Dulibadzimu-MS5124-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:35,12/13/2020 16:38
Ojaz-MS0006-U,12/13/2020 16:41,NodeB is out of service(199083023),12/13/2020 16:44,0:03:05,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=2,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1250;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1250; Logic Position:System No.:0,Module No.:5,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1250",CDR,1250,1250,Ojaz-MS0006-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857717,Ojaz_MS0006-U(1250),,,Site ID(Office) : 1250; Site Name(Office) : Ojaz-MS0006-U; Alarm Object Type : NODEB; Alarm Object ID : 1250; Alarm Object Name : Ojaz-MS0006-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:35,12/13/2020 16:38
Nyika-MV5266-U,12/13/2020 16:39,Cell is out of service(199083022),12/13/2020 16:42,0:03:34,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1274;  Cell ID:12742;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:52;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12742",CDR,12742,1274,Nyika-MV5266-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857696,Nyika-MV5266-G-U(1274),,,Site ID(Office) : 1274; Site Name(Office) : Nyika-MV5266-U; Alarm Object Type : CELL; Alarm Object ID : 12742; Alarm Object Name : Nyika-MV5266-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:33,12/13/2020 16:37
Nyika-MV5266-U,12/13/2020 16:39,Cell is out of service(199083022),12/13/2020 16:42,0:03:34,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=6,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1274;  Cell ID:12745;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:40;  the Module No. of the board:1;  Unit No. of the board:6;  Processor No. of the board:1;  Subsystem No. of the board:1;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:3,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12745",CDR,12745,1274,Nyika-MV5266-U-5,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857698,Nyika-MV5266-G-U(1274),,,Site ID(Office) : 1274; Site Name(Office) : Nyika-MV5266-U; Alarm Object Type : CELL; Alarm Object ID : 12745; Alarm Object Name : Nyika-MV5266-U-5; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:33,12/13/2020 16:37
BeitBridgeCBD-MS6027-U,12/13/2020 16:41,NodeB is out of service(199083023),12/13/2020 16:42,0:01:30,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:287;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:287; Logic Position:System No.:0,Module No.:10,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=287",CDR,287,287,BeitBridgeCBD-MS6027-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857715,,,,Site ID(Office) : 287; Site Name(Office) : BeitBridgeCBD-MS6027-U; Alarm Object Type : NODEB; Alarm Object ID : 287; Alarm Object Name : BeitBridgeCBD-MS6027-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:35,12/13/2020 16:37
Mkoba-MD0068-U,12/13/2020 16:40,NodeB is out of service(199083023),12/13/2020 16:42,0:01:27,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=1,Board(V4)=10,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,NCP link failure,"Alarm Object:NODEB;  NodeB ID:1240;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1240; Logic Position:System No.:0,Module No.:6,Index:0;",No,,NODEB,"SubNetwork=4,MEID=4,URncFunction=4,UIubLink=1240",CDR,1240,1240,Mkoba-MD0068-U,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857708,Mkoba(1240),,,Site ID(Office) : 1240; Site Name(Office) : Mkoba-MD0068-U; Alarm Object Type : NODEB; Alarm Object ID : 1240; Alarm Object Name : Mkoba-MD0068-U; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:35,12/13/2020 16:36
Ojaz-MS0006-U,12/13/2020 16:32,Cell is out of service(199083022),12/13/2020 16:39,0:07:00,Critical,Harare V4 RNC(4),Processing Error Alarm,,"Global(V4)=1,Rack(V4)=1,Shelf(V4)=3,Board(V4)=2,CPU(V4)=1",Controller ManagedElement(V4)/H(e)NB GW,The Node B responds with a cell establishment failure message.,"Alarm Object:CELL;  NodeB ID:1250;  Cell ID:12502;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:71;  the Module No. of the board:1;  Unit No. of the board:2;  Processor No. of the board:1;  Subsystem No. of the board:3;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/53/51; Logic Position:System No.:0,Module No.:5,Index:0;",No,,CELL,"SubNetwork=4,MEID=4,URncFunction=4,UUtranCellFDD=12502",CDR,12502,1250,Ojaz-MS0006-U-2,Unacknowledged,UMTS Controller Alarm(V4)(20426),Equipment Malfunction(315),UMTS,5857641,Ojaz_MS0006-U(1250),,,Site ID(Office) : 1250; Site Name(Office) : Ojaz-MS0006-U; Alarm Object Type : CELL; Alarm Object ID : 12502; Alarm Object Name : Ojaz-MS0006-U-2; Board Type : CDR; ,,,,,,,Normal,,,,,,1.5859E+12,129.0.1.1,,"Harare V4 RNC,TELCEL HAR V4 RNC(4)",Harare V4 RNC,,,,,12/13/2020 16:27,12/13/2020 16:34
